;CustomerID;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;AvgMonthSpend;cluster;desc
7739;22747;2;1;2;105443;52.02;4;Encantados
7740;20198;1;0;0;60361;48.43;1;Insatisfechos
7741;28477;2;1;2;55401;47.88;3;Felices
7742;17522;1;2;2;87371;59.52;4;Encantados
7743;26338;2;0;2;55909;48.83;3;Felices
7744;28439;1;0;0;50919;48.97;1;Insatisfechos
7745;29471;3;0;0;84897;49.86;2;Con quejas
7746;16171;1;0;1;79939;53.16;2;Con quejas
7747;17053;0;1;2;59125;51.69;3;Felices
7748;19518;1;0;0;55331;52.19;1;Insatisfechos
7749;24527;1;1;2;52203;49.63;3;Felices
7750;20536;2;0;0;110386;55.05;2;Con quejas
7751;27273;2;0;0;137227;56.31;2;Con quejas
7752;18789;2;0;0;137005;52.5;2;Con quejas
7753;13087;2;0;0;110961;53.51;2;Con quejas
7754;26331;1;0;1;60117;48.88;1;Insatisfechos
7755;23671;1;1;2;137016;55.55;4;Encantados
7756;12150;1;1;1;106093;52.03;4;Encantados
7757;22869;1;0;0;56710;52.9;1;Insatisfechos
7758;19877;1;0;2;85694;52.89;3;Felices
7759;25169;0;1;1;86734;52.09;3;Felices
7760;26463;0;0;1;83151;53.55;1;Insatisfechos
7761;17816;0;0;1;83591;49.89;1;Insatisfechos
7762;25655;1;0;2;54578;48.08;3;Felices
7763;17578;1;0;1;103873;51.37;2;Con quejas
7764;14031;1;0;1;27509;50.54;1;Insatisfechos
7765;24101;1;0;1;58406;47.99;1;Insatisfechos
7766;17808;0;0;0;53304;50.58;1;Insatisfechos
7767;24757;2;1;2;102214;52.02;4;Encantados
7768;24151;1;0;0;60371;58.06;2;Con quejas
7769;22512;1;0;0;85523;53.49;2;Con quejas
7770;13839;1;0;0;31267;46.13;1;Insatisfechos
7771;16571;1;0;2;57050;47.95;3;Felices
7772;16253;1;0;0;106717;51.27;2;Con quejas
7773;22035;1;0;0;61918;49.02;1;Insatisfechos
7774;13654;1;3;3;54652;49.09;4;Encantados
7775;25561;2;0;0;54998;51.78;1;Insatisfechos
7776;23421;1;0;0;62575;48.32;1;Insatisfechos
7777;12265;1;0;0;57595;53.28;1;Insatisfechos
7778;29388;1;0;2;103440;52.71;2;Con quejas
7779;24064;1;0;2;51926;52.23;3;Felices
7780;19368;2;0;0;57126;49.4;1;Insatisfechos
7781;25493;2;1;2;55677;53.32;4;Encantados
7782;16050;1;2;2;85457;58.72;4;Encantados
7783;25691;2;1;2;137409;62.64;4;Encantados
7784;22652;1;0;0;28597;51.51;1;Insatisfechos
7785;17340;3;0;0;85572;50.88;2;Con quejas
7786;28213;3;1;1;113402;54.46;4;Encantados
7787;12394;0;0;0;56674;51.47;1;Insatisfechos
7788;15066;2;1;2;56853;49.03;3;Felices
7789;16160;1;0;2;58548;48.52;3;Felices
7790;26696;2;0;0;58021;48.62;1;Insatisfechos
7791;13224;1;2;2;61857;52.1;4;Encantados
7792;11617;2;0;0;139031;61.8;2;Con quejas
7793;25306;1;0;0;60211;49.22;1;Insatisfechos
7794;24086;1;1;2;81238;55.96;4;Encantados
7795;21749;0;1;1;35447;47.58;3;Felices
7796;27915;0;0;0;32685;48.14;1;Insatisfechos
7797;28684;0;1;1;30966;45.72;3;Felices
7798;26580;1;0;0;87497;51.16;1;Insatisfechos
7799;22557;1;0;0;55736;52.36;1;Insatisfechos
7800;21229;1;0;0;129084;54.83;2;Con quejas
7801;22423;2;0;0;84705;57.55;2;Con quejas
7802;29370;0;1;1;86804;52.85;3;Felices
7803;13938;1;1;2;113674;54.99;4;Encantados
7804;11493;0;0;0;82454;50.71;1;Insatisfechos
7805;13698;2;0;0;78446;51.55;2;Con quejas
7806;27848;1;0;2;61192;48.55;3;Felices
7807;26532;3;0;0;107335;51.57;2;Con quejas
7808;13798;1;0;0;56445;49.76;1;Insatisfechos
7809;22978;2;1;2;135234;54.83;4;Encantados
7810;20367;0;1;1;27266;45.78;3;Felices
7811;16054;0;0;0;30403;51.89;1;Insatisfechos
7812;22782;1;0;0;82246;58.33;2;Con quejas
7813;20860;2;0;0;129192;56.01;2;Con quejas
7814;14566;1;1;2;32313;47.34;3;Felices
7815;16570;1;2;2;56054;53.24;4;Encantados
7816;25394;3;0;0;103371;51.69;2;Con quejas
7817;11631;2;1;2;137678;51.69;4;Encantados
7818;19338;3;1;1;85873;54.46;4;Encantados
7819;26704;2;0;0;109618;62.58;2;Con quejas
7820;21835;1;0;2;57014;48.22;3;Felices
7821;22838;2;2;2;58229;51.15;4;Encantados
7822;14745;1;1;2;56215;50.34;3;Felices
7823;27520;0;0;0;61243;58.76;1;Insatisfechos
7824;13046;1;1;1;52543;57.15;4;Encantados
7825;15927;1;0;0;60056;59.32;2;Con quejas
7826;12662;1;2;2;26508;49.72;3;Felices
7827;26151;0;1;2;113492;62.78;4;Encantados
7828;21751;2;2;2;129612;52.92;4;Encantados
7829;12139;1;0;3;55554;48.77;3;Felices
7830;13367;0;0;2;108358;51.91;3;Felices
7831;19038;2;0;0;87834;58.11;2;Con quejas
7832;17246;2;0;0;86770;51.81;2;Con quejas
7833;19083;2;0;0;129854;54.14;2;Con quejas
7834;13177;1;0;0;53254;51.88;1;Insatisfechos
7835;12897;1;0;1;56787;48.51;1;Insatisfechos
7836;27737;2;0;0;60456;50.98;1;Insatisfechos
7837;17895;1;0;2;57259;50.63;3;Felices
7838;28782;1;0;2;28305;49.95;3;Felices
7839;17607;1;0;0;53778;56.79;1;Insatisfechos
7840;19185;1;0;0;32994;46.09;1;Insatisfechos
7841;24671;1;1;2;56214;52.83;3;Felices
7842;29245;0;1;2;27721;53.09;3;Felices
7843;28384;0;1;2;106023;55.43;4;Encantados
7844;28101;0;0;0;57279;52.72;1;Insatisfechos
7845;18927;2;0;0;87320;51.07;2;Con quejas
7846;13166;1;0;0;52603;47.91;1;Insatisfechos
7847;11160;0;0;0;61053;52.66;1;Insatisfechos
7848;12483;1;0;0;86450;55;2;Con quejas
7849;25912;0;2;2;30477;48.6;3;Felices
7850;17067;1;0;0;77626;51.04;1;Insatisfechos
7851;13523;0;0;0;52459;48.08;1;Insatisfechos
7852;22127;0;2;2;51623;49.25;3;Felices
7853;28649;2;0;0;136759;53.02;2;Con quejas
7854;12924;1;0;2;104879;59.72;2;Con quejas
7855;23947;3;0;0;102359;50.36;2;Con quejas
7856;12971;1;0;1;29841;55.17;1;Insatisfechos
7857;21542;1;0;2;56607;48.66;3;Felices
7858;25790;2;0;2;62615;50.32;3;Felices
7859;21118;2;0;0;58128;50.89;1;Insatisfechos
7860;17392;0;0;2;28713;52.1;3;Felices
7861;17756;2;1;2;138195;55.82;4;Encantados
7862;17487;3;0;0;85458;50.25;2;Con quejas
7863;21207;1;0;1;77915;49.27;1;Insatisfechos
7864;20086;0;1;2;29269;53.61;3;Felices
7865;18049;1;0;0;34096;54.92;1;Insatisfechos
7866;28500;0;0;0;28819;52.95;1;Insatisfechos
7867;22820;2;1;2;55946;54.46;4;Encantados
7868;16031;3;1;2;107555;54.08;4;Encantados
7869;27634;2;0;0;77538;52.63;2;Con quejas
7870;20524;2;0;0;85868;54.3;2;Con quejas
7871;17966;1;0;0;128600;53.21;2;Con quejas
7872;27312;1;0;1;106197;54.35;2;Con quejas
7873;21160;0;2;2;112079;51.79;4;Encantados
7874;16422;0;0;0;57837;57.07;1;Insatisfechos
7875;28642;1;1;2;54559;51.1;3;Felices
7876;28631;2;0;0;134441;55.38;2;Con quejas
7877;28090;0;0;0;84726;49.75;1;Insatisfechos
7878;16825;3;0;2;86672;50.71;2;Con quejas
7879;14181;2;2;2;107377;54.79;4;Encantados
7880;28077;0;0;0;102684;53.11;1;Insatisfechos
7881;15586;2;1;2;133600;56.27;4;Encantados
7882;11504;1;0;2;34245;46.38;3;Felices
7883;25226;2;0;0;109609;63.78;2;Con quejas
7884;23377;3;0;2;83946;50.7;2;Con quejas
7885;16515;0;0;0;30280;45.93;1;Insatisfechos
7886;22369;3;1;2;110367;60.13;4;Encantados
7887;12249;0;0;0;77751;50.65;1;Insatisfechos
7888;16432;1;0;0;58547;60.26;2;Con quejas
7889;24695;0;0;0;79174;49.41;1;Insatisfechos
7890;24746;0;0;0;55911;56.88;1;Insatisfechos
7891;28512;0;0;0;56463;51.88;1;Insatisfechos
7892;28801;2;0;0;82846;49.85;2;Con quejas
7893;14180;3;1;2;102702;52.63;4;Encantados
7894;19904;1;1;2;31030;48.14;3;Felices
7895;18742;0;1;2;58006;54.36;3;Felices
7896;16985;0;0;0;52030;52.07;1;Insatisfechos
7897;18005;2;1;2;111734;54.9;4;Encantados
7898;22409;1;0;0;31324;46.73;1;Insatisfechos
7899;13699;2;0;0;84748;52.74;2;Con quejas
7900;19835;3;1;2;106165;53.87;4;Encantados
7901;19420;3;0;0;112892;57.43;2;Con quejas
7902;15509;2;0;2;112525;57.35;2;Con quejas
7903;13593;1;0;0;54532;50.2;1;Insatisfechos
7904;26761;2;1;2;51893;52.18;4;Encantados
7905;17631;0;0;0;31888;45.56;1;Insatisfechos
7906;16442;1;0;0;78167;49.73;1;Insatisfechos
7907;17754;3;0;0;81965;53.92;2;Con quejas
7908;13406;1;0;1;60366;48.55;1;Insatisfechos
7909;12580;0;0;0;80639;51.43;1;Insatisfechos
7910;21097;1;0;0;87329;50.81;1;Insatisfechos
7911;20498;2;0;2;82445;50.49;3;Felices
7912;21858;1;0;0;82471;62.12;2;Con quejas
7913;24675;2;0;0;83650;51.44;2;Con quejas
7914;21557;2;0;0;109072;54.27;2;Con quejas
7915;21848;1;1;2;52881;54.05;3;Felices
7916;15821;3;0;0;80920;49.66;2;Con quejas
7917;28195;0;0;0;53679;49.99;1;Insatisfechos
7918;14388;1;1;2;57437;51.25;3;Felices
7919;16656;1;2;2;55082;53.7;4;Encantados
7920;23997;1;0;0;31278;46.21;1;Insatisfechos
7921;27150;3;0;0;107888;51.77;2;Con quejas
7922;11640;2;0;2;134352;51.53;2;Con quejas
7923;29404;2;0;0;62020;49.7;1;Insatisfechos
7924;13158;2;2;2;136016;52.96;4;Encantados
7925;21795;1;0;0;62034;60.8;2;Con quejas
7926;22998;1;1;2;132340;52.47;4;Encantados
7927;24085;1;1;1;111058;55.99;4;Encantados
7928;15941;0;0;0;53292;48.76;1;Insatisfechos
7929;20931;1;1;1;52412;54.19;3;Felices
7930;25821;2;0;0;60916;50.39;1;Insatisfechos
7931;22526;0;0;0;36229;47.93;1;Insatisfechos
7932;18625;1;0;0;53906;48.3;1;Insatisfechos
7933;26990;0;0;1;34667;46.74;1;Insatisfechos
7934;17231;4;0;0;108792;53.04;2;Con quejas
7935;29468;2;1;2;78623;50.5;4;Encantados
7936;26431;1;0;0;54921;49.79;1;Insatisfechos
7937;11495;2;0;0;58491;52.59;2;Con quejas
7938;25273;3;1;2;108489;53.93;4;Encantados
7939;19280;1;0;2;51326;53.4;3;Felices
7940;19811;1;1;2;30465;57.68;4;Encantados
7941;23907;1;0;0;110551;54.34;2;Con quejas
7942;14004;2;0;0;103801;50.64;2;Con quejas
7943;16974;0;0;0;59719;50.31;1;Insatisfechos
7944;19313;1;0;0;52413;48.38;1;Insatisfechos
7945;11209;1;1;2;102186;55.16;4;Encantados
7946;13247;0;1;2;83756;58.15;4;Encantados
7947;11943;1;1;2;59424;50.81;3;Felices
7948;23622;1;2;2;31557;56.78;4;Encantados
7949;18019;0;0;2;29819;44.89;3;Felices
7950;20327;0;0;1;86682;50.61;1;Insatisfechos
7951;20624;2;0;0;57770;53.32;2;Con quejas
7952;15435;1;0;1;55136;52.48;1;Insatisfechos
7953;11936;2;0;0;61195;48.7;1;Insatisfechos
7954;14300;3;0;0;103641;51.15;2;Con quejas
7955;18277;1;0;1;103029;52.97;2;Con quejas
7956;13125;1;0;0;58611;52.88;1;Insatisfechos
7957;11514;2;2;2;85916;56.49;4;Encantados
7958;15841;0;0;0;28586;48.63;1;Insatisfechos
7959;21306;0;0;0;29482;50.64;1;Insatisfechos
7960;20000;2;0;0;136946;52.52;2;Con quejas
7961;27983;2;0;0;55279;49.02;1;Insatisfechos
7962;13261;1;2;2;29031;48.77;3;Felices
7963;25964;0;0;0;111358;53.32;2;Con quejas
7964;19295;1;0;0;29656;47.97;1;Insatisfechos
7965;11086;2;0;2;84759;50.33;3;Felices
7966;27679;0;1;2;57709;52.81;3;Felices
7967;26971;1;0;0;56485;49.17;1;Insatisfechos
7968;22565;2;0;0;55493;49.71;1;Insatisfechos
7969;26199;0;0;0;103046;50.61;1;Insatisfechos
7970;22086;1;1;2;110917;51.61;4;Encantados
7971;17712;1;0;0;104835;60.82;2;Con quejas
7972;20383;2;1;1;129036;54.29;4;Encantados
7973;13000;3;1;2;130990;56.24;4;Encantados
7974;27173;0;0;1;57687;49.28;1;Insatisfechos
7975;19334;0;0;0;51077;48.6;1;Insatisfechos
7976;18183;1;1;2;51142;47.88;3;Felices
7977;24708;0;0;0;33796;47.29;1;Insatisfechos
7978;16024;1;0;0;106226;51.51;2;Con quejas
7979;12989;3;0;0;131375;51.99;2;Con quejas
7980;13860;2;0;2;104236;51.08;2;Con quejas
7981;23259;1;0;2;52163;54.33;3;Felices
7982;21627;1;0;1;30905;46.19;1;Insatisfechos
7983;17931;3;0;2;87294;53.96;2;Con quejas
7984;24313;0;0;0;80002;50.39;1;Insatisfechos
7985;21202;1;0;0;56473;48.1;1;Insatisfechos
7986;23224;2;0;0;137413;51.95;2;Con quejas
7987;18407;0;0;2;32329;46.5;3;Felices
7988;14508;3;0;2;84550;49.93;2;Con quejas
7989;19484;1;0;1;104697;57.29;2;Con quejas
7990;26051;3;2;2;103314;53.14;4;Encantados
7991;21315;2;0;2;131861;52.5;2;Con quejas
7992;17004;3;0;0;81935;53.56;2;Con quejas
7993;22125;3;1;2;103559;53.52;4;Encantados
7994;12506;2;0;0;104763;57.44;2;Con quejas
7995;19397;1;0;0;59098;56.76;2;Con quejas
7996;13824;2;0;0;76409;52.74;2;Con quejas
7997;19389;3;0;0;78181;54.23;2;Con quejas
7998;20817;0;0;0;30550;47.48;1;Insatisfechos
7999;17260;2;1;2;77192;57.04;4;Encantados
8000;18757;1;0;0;54315;48.48;1;Insatisfechos
8001;21990;2;0;0;103984;58.75;2;Con quejas
8002;18915;1;0;0;51237;48.85;1;Insatisfechos
8003;14394;1;1;2;110110;54.97;4;Encantados
8004;12401;1;0;0;54196;50.49;1;Insatisfechos
8005;22396;2;0;1;55745;51.7;2;Con quejas
8006;13617;2;0;0;104656;50.91;2;Con quejas
8007;28370;1;0;0;60830;53.35;1;Insatisfechos
8008;12267;1;0;0;85318;56.26;2;Con quejas
8009;20647;2;1;1;85370;51.4;4;Encantados
8010;20430;2;1;2;87651;52;4;Encantados
8011;25885;2;0;2;58367;48.31;3;Felices
8012;22292;0;0;1;55361;48.5;1;Insatisfechos
8013;14232;0;1;1;28858;47.85;3;Felices
8014;11207;2;0;0;53854;48.83;1;Insatisfechos
8015;20519;2;1;2;57498;54.1;4;Encantados
8016;11043;1;0;0;58125;48.54;1;Insatisfechos
8017;15115;1;0;0;29471;48.3;1;Insatisfechos
8018;18278;0;0;1;35358;52.22;1;Insatisfechos
8019;27128;2;0;0;127783;56.25;2;Con quejas
8020;21923;1;0;1;104990;59.04;2;Con quejas
8021;13202;2;1;1;136455;54.64;4;Encantados
8022;12943;1;0;0;59444;54.62;1;Insatisfechos
8023;22856;3;0;1;77692;50.24;2;Con quejas
8024;18329;0;0;0;31077;49.77;1;Insatisfechos
8025;19645;1;0;0;54016;48.17;1;Insatisfechos
8026;19438;0;1;2;51158;51.98;3;Felices
8027;18835;0;0;0;34158;46.34;1;Insatisfechos
8028;25707;3;0;0;105735;50.95;2;Con quejas
8029;24906;2;0;0;82978;50.82;2;Con quejas
8030;15052;1;0;1;59957;48.4;1;Insatisfechos
8031;12902;0;0;0;85207;51.24;1;Insatisfechos
8032;22881;1;1;1;51510;52.24;3;Felices
8033;16620;2;0;0;54660;47.61;1;Insatisfechos
8034;17176;2;0;0;61552;59.18;2;Con quejas
8035;25642;2;1;2;80306;59.31;4;Encantados
8036;23435;0;0;0;61111;52.91;1;Insatisfechos
8037;26501;2;0;0;84202;53.05;2;Con quejas
8038;13187;3;2;2;110113;54.8;4;Encantados
8039;27123;1;0;0;30041;48.79;1;Insatisfechos
8040;28891;1;1;1;57181;49.09;3;Felices
8041;20244;2;0;0;85056;50.11;2;Con quejas
8042;26230;0;0;0;31299;47.19;1;Insatisfechos
8043;12060;3;1;1;77637;50.84;4;Encantados
8044;13929;3;0;0;85196;57.8;2;Con quejas
8045;18997;2;2;2;112512;53.46;4;Encantados
8046;26433;1;0;0;78916;49.26;1;Insatisfechos
8047;25103;1;2;2;106441;50.81;4;Encantados
8048;11073;3;0;0;85657;50.22;2;Con quejas
8049;20700;0;0;2;30638;46.56;3;Felices
8050;22113;0;0;0;55086;49.91;1;Insatisfechos
8051;11558;2;0;0;109020;54.68;2;Con quejas
8052;17523;1;1;2;128598;62.32;4;Encantados
8053;24709;0;0;2;133163;52.96;2;Con quejas
8054;15245;1;0;0;27697;45.38;1;Insatisfechos
8055;21257;1;1;2;77540;51.76;3;Felices
8056;23139;1;0;0;82628;52.27;1;Insatisfechos
8057;13319;0;0;0;32964;47.03;1;Insatisfechos
8058;23554;3;0;0;85967;50.45;2;Con quejas
8059;13797;1;1;1;61652;49.75;3;Felices
8060;12969;2;0;2;58155;56.96;2;Con quejas
8061;20009;1;0;0;78376;50.62;1;Insatisfechos
8062;20270;2;0;0;60231;48.49;1;Insatisfechos
8063;19565;1;0;2;127999;52.03;2;Con quejas
8064;28578;2;0;0;137772;56.17;2;Con quejas
8065;21256;1;1;2;52858;51.73;3;Felices
8066;21294;1;0;2;54122;53.1;3;Felices
8067;11920;0;0;0;29538;46.15;1;Insatisfechos
8068;19791;0;0;0;56583;56.47;1;Insatisfechos
8069;20578;3;0;2;112213;56.11;2;Con quejas
8070;14404;2;0;0;103869;50.65;2;Con quejas
8071;21389;1;0;2;53552;48.16;3;Felices
8072;16917;1;0;1;33756;46.31;1;Insatisfechos
8073;20482;1;0;0;60210;51.95;1;Insatisfechos
8074;22785;1;1;2;27156;51.54;3;Felices
8075;11725;1;0;0;52650;49.02;1;Insatisfechos
8076;17821;2;2;2;128771;54.84;4;Encantados
8077;28523;1;0;0;104147;55.33;2;Con quejas
8078;15519;1;0;3;54252;48.27;3;Felices
8079;21378;0;1;2;59477;52.1;3;Felices
8080;15889;1;1;2;55287;48.56;3;Felices
8081;23888;2;1;2;52392;53.33;4;Encantados
8082;25520;1;0;0;81135;50.29;1;Insatisfechos
8083;14940;1;0;1;32743;46.2;1;Insatisfechos
8084;28026;1;1;2;31874;49.62;3;Felices
8085;24431;1;0;2;55866;47.86;3;Felices
8086;24200;1;0;0;137966;53.02;2;Con quejas
8087;21953;2;2;2;107225;54.84;4;Encantados
8088;22650;1;0;0;131119;55.03;2;Con quejas
8089;15017;3;0;0;80371;50.16;2;Con quejas
8090;11573;0;0;0;35353;48.91;1;Insatisfechos
8091;25237;0;0;1;77294;55.3;1;Insatisfechos
8092;16627;1;1;2;59706;48.49;3;Felices
8093;18946;0;0;1;27356;51.42;1;Insatisfechos
8094;13519;0;0;0;26872;47.46;1;Insatisfechos
8095;25066;1;0;0;58984;52.21;1;Insatisfechos
8096;24408;3;1;2;80973;59.91;4;Encantados
8097;13375;2;1;2;81423;56.3;4;Encantados
8098;18973;1;1;2;80091;54.92;4;Encantados
8099;13910;1;0;0;29824;48.31;1;Insatisfechos
8100;25404;2;0;0;77060;50.29;2;Con quejas
8101;13229;2;1;2;137093;54.68;4;Encantados
8102;24127;0;0;0;87004;52.17;1;Insatisfechos
8103;24599;2;0;0;79068;49.42;2;Con quejas
8104;11089;0;0;0;84873;51.95;1;Insatisfechos
8105;22923;2;1;2;78502;56.7;4;Encantados
8106;14302;0;0;0;77599;49.85;1;Insatisfechos
8107;19981;2;1;2;135307;56.7;4;Encantados
8108;28896;1;0;2;84723;53.31;3;Felices
8109;28834;0;1;1;77037;53.45;3;Felices
8110;19838;1;1;2;57434;50.65;3;Felices
8111;13971;2;0;0;83861;54.79;2;Con quejas
8112;18421;2;2;2;136847;55.18;4;Encantados
8113;21027;0;0;0;85161;50.52;1;Insatisfechos
8114;16973;2;0;0;136126;56.23;2;Con quejas
8115;21767;2;1;2;127692;55.29;4;Encantados
8116;17513;1;0;0;53771;59.62;2;Con quejas
8117;25322;3;0;0;79594;52.6;2;Con quejas
8118;25447;3;1;2;87509;50.62;4;Encantados
8119;15593;1;1;2;77436;53.02;4;Encantados
8120;11250;1;0;1;60408;48.96;1;Insatisfechos
8121;20171;1;0;2;34418;46.79;3;Felices
8122;21365;2;2;2;52080;51.46;4;Encantados
8123;27208;2;0;0;61209;56.8;2;Con quejas
8124;14498;3;2;2;83311;53.89;4;Encantados
8125;11608;2;0;0;82781;51.73;2;Con quejas
8126;18530;1;1;2;87427;53.8;4;Encantados
8127;22690;1;0;2;79095;54.26;3;Felices
8128;14565;0;0;0;36021;50.05;1;Insatisfechos
8129;20231;0;0;0;81035;51.52;1;Insatisfechos
8130;14884;0;1;2;133578;52.62;4;Encantados
8131;12745;2;0;0;102730;53.35;2;Con quejas
8132;21398;0;0;0;112511;51.31;1;Insatisfechos
8133;13727;1;1;2;54348;51.54;3;Felices
8134;22811;2;0;2;57924;48.48;3;Felices
8135;19600;0;0;2;55293;48.49;3;Felices
8136;15825;1;0;0;79874;53.07;2;Con quejas
8137;23910;1;0;0;59359;48.98;1;Insatisfechos
8138;18038;2;0;0;85752;52.3;2;Con quejas
8139;13668;2;0;2;103053;55.52;2;Con quejas
8140;26067;1;1;1;33419;49.06;3;Felices
8141;20822;1;0;0;51543;49.32;1;Insatisfechos
8142;17746;1;0;2;60226;48.68;3;Felices
8143;17725;0;0;0;55509;49.49;1;Insatisfechos
8144;18864;1;0;2;81584;57.35;2;Con quejas
8145;14659;1;1;1;103557;59.25;4;Encantados
8146;15012;1;0;0;103613;51.04;2;Con quejas
8147;28283;0;0;0;34354;50.43;1;Insatisfechos
8148;16658;0;0;0;27930;49.1;1;Insatisfechos
8149;26328;2;0;0;104277;51.52;2;Con quejas
8150;16711;3;2;2;103153;61.86;4;Encantados
8151;16804;1;0;2;55379;52.93;3;Felices
8152;11012;0;0;1;57972;49.23;1;Insatisfechos
8153;12685;2;0;1;86684;50.01;2;Con quejas
8154;29268;1;2;2;54642;56.75;4;Encantados
8155;14202;1;0;0;53298;57.14;2;Con quejas
8156;16909;1;0;3;30225;45.48;3;Felices
8157;17657;0;0;0;56770;48.94;1;Insatisfechos
8158;18129;0;1;2;33477;48.76;3;Felices
8159;11740;1;0;1;32700;45.8;1;Insatisfechos
8160;19327;2;0;2;101730;50.96;2;Con quejas
8161;18279;1;0;0;52568;48.75;1;Insatisfechos
8162;17173;1;0;0;26199;53.4;1;Insatisfechos
8163;29251;0;1;2;105878;52.51;4;Encantados
8164;20517;2;0;2;50875;48.41;3;Felices
8165;27691;0;1;2;29427;47.22;3;Felices
8166;17126;2;0;1;51039;51.41;1;Insatisfechos
8167;12281;2;1;2;137275;54.36;4;Encantados
8168;26968;1;1;1;81736;52.81;4;Encantados
8169;19179;0;0;0;55719;50.21;1;Insatisfechos
8170;29390;1;0;0;59511;48.71;1;Insatisfechos
8171;14725;2;1;2;128925;53.3;4;Encantados
8172;28320;1;0;0;107314;54.96;2;Con quejas
8173;19708;3;0;3;138052;52.43;4;Encantados
8174;27356;0;0;0;35080;46.3;1;Insatisfechos
8175;14165;0;0;0;56028;51.2;1;Insatisfechos
8176;25638;1;0;0;58124;60.13;2;Con quejas
8177;23185;2;0;0;103097;55.05;2;Con quejas
8178;19747;2;0;2;129633;52.04;2;Con quejas
8179;24184;3;0;0;134778;55.25;2;Con quejas
8180;25945;1;0;2;29755;46.91;3;Felices
8181;16474;1;0;0;53830;47.96;1;Insatisfechos
8182;22518;0;0;0;35581;49.09;1;Insatisfechos
8183;24227;1;0;0;56430;48.55;1;Insatisfechos
8184;13096;3;1;2;84768;52.79;4;Encantados
8185;21764;1;1;2;79480;49.81;3;Felices
8186;17377;1;0;0;53949;51.38;1;Insatisfechos
8187;19636;2;0;0;53074;48.35;1;Insatisfechos
8188;23228;1;0;0;55620;50.6;1;Insatisfechos
8189;12001;0;0;0;83899;53.37;1;Insatisfechos
8190;28937;0;0;0;56057;50.85;1;Insatisfechos
8191;18350;1;0;0;80576;49.97;1;Insatisfechos
8192;22359;0;0;0;32718;52.19;1;Insatisfechos
8193;27957;2;0;0;55519;48.6;1;Insatisfechos
8194;28265;0;0;0;82641;61.62;2;Con quejas
8195;14974;1;0;0;56304;51.31;1;Insatisfechos
8196;14062;2;0;0;105882;51.61;2;Con quejas
8197;15477;0;0;0;130268;52.78;2;Con quejas
8198;15583;0;0;0;104128;52.02;1;Insatisfechos
8199;20701;0;0;0;76959;54.07;1;Insatisfechos
8200;25232;0;0;2;60814;48.6;3;Felices
8201;11593;1;0;0;29637;45.8;1;Insatisfechos
8202;13248;1;1;2;35622;49.51;3;Felices
8203;24159;1;0;0;26478;45.65;1;Insatisfechos
8204;21183;0;0;1;102545;51.7;1;Insatisfechos
8205;24554;2;0;2;105628;51.37;2;Con quejas
8206;23688;0;1;2;29500;46.94;3;Felices
8207;18720;1;2;2;52996;51.7;4;Encantados
8208;27177;1;1;1;33861;48.87;3;Felices
8209;17390;3;1;2;133834;51.79;4;Encantados
8210;24887;0;0;0;83732;51.24;1;Insatisfechos
8211;18022;1;0;0;26954;47.68;1;Insatisfechos
8212;24774;2;0;0;79313;51.59;2;Con quejas
8213;17768;0;0;0;26844;54.93;1;Insatisfechos
8214;16547;0;0;1;87650;51.41;1;Insatisfechos
8215;14833;1;0;0;52572;50.26;1;Insatisfechos
8216;26188;0;0;2;29974;45.38;3;Felices
8217;14668;3;1;2;131507;55.25;4;Encantados
8218;25840;2;2;2;82102;51.93;4;Encantados
8219;25854;1;0;2;34874;46.62;3;Felices
8220;26681;1;0;0;26722;54.25;1;Insatisfechos
8221;25500;1;0;0;57317;52.26;1;Insatisfechos
8222;15436;1;1;1;78842;49.15;3;Felices
8223;23408;1;0;0;53428;50.78;1;Insatisfechos
8224;22649;0;0;0;80147;56.97;1;Insatisfechos
8225;11555;2;0;3;84797;50.8;3;Felices
8226;27989;3;0;2;85282;49.84;2;Con quejas
8227;28904;2;1;2;59481;52.52;4;Encantados
8228;23113;1;0;0;61406;51.23;1;Insatisfechos
8229;22962;1;1;2;61581;51.49;3;Felices
8230;26646;1;0;0;134272;54.77;2;Con quejas
8231;27286;1;0;0;86596;51.57;1;Insatisfechos
8232;14597;0;0;2;103339;60.21;2;Con quejas
8233;16084;3;0;0;135461;53.03;2;Con quejas
8234;19986;1;0;0;79879;51.44;1;Insatisfechos
8235;18341;0;0;0;59792;50.53;1;Insatisfechos
8236;22447;2;1;2;134880;52.62;4;Encantados
8237;24314;2;0;1;58974;53.51;2;Con quejas
8238;18178;1;2;2;51644;49.41;3;Felices
8239;24877;3;2;2;77952;52.63;4;Encantados
8240;28381;1;0;0;82007;59.82;2;Con quejas
8241;14893;0;0;1;26325;44.81;1;Insatisfechos
8242;21921;1;0;1;28116;53.6;1;Insatisfechos
8243;19736;1;0;2;57326;49.01;3;Felices
8244;26915;1;0;1;80541;54.27;2;Con quejas
8245;24214;1;0;0;52429;49.45;1;Insatisfechos
8246;13870;2;1;1;79236;52.18;4;Encantados
8247;17075;1;0;1;55180;47.96;1;Insatisfechos
8248;11395;1;0;0;60748;49.06;1;Insatisfechos
8249;24196;1;0;1;54306;48.39;1;Insatisfechos
8250;25887;0;0;2;80832;56.32;3;Felices
8251;19090;2;0;0;88106;53.75;2;Con quejas
