id_oportunidad,id_estudiante,programa,etapa,fecha_afluencia,fecha_ganado,fecha_perdido,consultor,edad,estado_civil,ciudad,provincia,trabaja,colegio,tipo_admision,origen,enteraste
0068W00000Ru1x2,6711086041967286141,1P654,Cerrada Perdida,2022-01-26 00:00:00,,2022-01-26 00:00:00,8,25.0,Soltero/a,QUITO,PICHINCHA,No,148,Normal,Simulador Homologación,Aplicaciones
0061U00000NACXO,-1909264784293293583,1P724,Cerrada Ganada,2021-07-13 00:00:00,2021-08-21 00:00:00,,33,39.0,Soltero/a,QUITO,PICHINCHA,Si,337,Normal,Correo,Recomendado
0061U00000NAMTa,2627735451907233776,1P624,Cerrada Perdida,2021-07-14 00:00:00,,2021-07-14 00:00:00,22,,,,PICHINCHA,,928,Normal,Colegios,
0061U00000NhQC8,-1617170647813433065,1P524,Cerrada Perdida,2021-08-16 00:00:00,,2021-08-16 00:00:00,22,19.0,,,,,808,Normal,Datos de período anterior,
0061U00000O8IZ1,-8982370158205229515,1P614,Cerrada Perdida,2021-10-15 00:00:00,,2021-10-28 00:00:00,16,18.0,Soltero/a,QUITO,PICHINCHA,No,341,Normal,Google Natural Search,Portales web
0061U00000N9jMd,-4482339993094420293,1P574,Cerrada Perdida,2021-07-09 00:00:00,,2021-08-30 00:00:00,33,18.0,Soltero/a,QUITO,PICHINCHA,No,540,Normal,Colegios,Mi colegio
0061U00000O8IiB,-2792541399357486250,1P234,Cerrada Perdida,2021-10-15 00:00:00,,2021-12-08 00:00:00,20,18.0,Soltero/a,ORELLANA,ORELLANA,No,1424,Normal,Whatsapp,Recomendado
0061U00000NfCtX,2371437531797032569,1P704,Cerrada Ganada,2021-10-20 00:00:00,2022-02-18 00:00:00,,36,18.0,Soltero/a,QUITO,PICHINCHA,No,1474,Normal,,Recomendado
0061U00000OkTHN,-3508965821844184115,1P791,Cerrada Ganada,2021-10-21 00:00:00,2022-02-07 00:00:00,,38,26.0,Soltero/a,QUITO,PICHINCHA,No,813,Convalidado,,Aplicaciones
0061U00000O7f1R,7173676637729048643,1P624,Cerrada Perdida,2021-10-07 00:00:00,,2022-02-22 00:00:00,32,20.0,Soltero/a,EL GUABO,EL ORO,No,392,Normal,Google Ad,Aplicaciones
0068W00000Ru1yy,6711086041967286141,1P654,Cerrada Perdida,2022-01-26 00:00:00,,2022-02-02 00:00:00,8,25.0,Soltero/a,QUITO,PICHINCHA,No,148,Convalidado,Simulador Homologación,Aplicaciones
0061U00000NASMZ,-2884034001150214781,1H594,Cerrada Perdida,2021-07-15 00:00:00,,2021-08-03 00:00:00,35,23.0,Soltero/a,QUEVEDO,LOS RIOS,No,1610,Normal,Llamada,Aplicaciones
0061U00000NAMWn,-6839173349338503761,1H564,Cerrada Perdida,2021-07-14 00:00:00,,2021-09-02 00:00:00,35,18.0,Soltero/a,PUJILI,COTOPAXI,No,1195,Normal,Colegios,Aplicaciones
0061U00000O6AZl,-1617170647813433065,1P524,Cerrada Perdida,2021-09-21 00:00:00,,2021-09-21 00:00:00,22,19.0,,,,,808,Normal,Datos de período anterior,
0061U00000N8h9r,-8982370158205229515,1P504,Cerrada Perdida,2021-06-25 00:00:00,,2021-08-12 00:00:00,16,18.0,Soltero/a,QUITO,PICHINCHA,No,341,Normal,Google Natural Search,Portales web
0061U00000N9jNC,-873160644077099533,1H254,Cerrada Perdida,2021-07-09 00:00:00,,2021-09-02 00:00:00,36,19.0,Soltero/a,QUITO,PICHINCHA,No,947,Normal,Llamada,Redes sociales
0061U00000O8IsG,-3805280108162497493,1P704,Cerrada Perdida,2021-10-15 00:00:00,,2021-10-15 00:00:00,22,17.0,,DAULE,GUAYAS,,1223,Normal,Walk-in,
0061U00000NfCsj,5914911633877226812,1P704,Cerrada Perdida,2021-10-20 00:00:00,,2022-01-17 00:00:00,32,18.0,Soltero/a,QUITO,PICHINCHA,No,96,Normal,Walk-in,Aplicaciones
0061U00000OkTGG,-7731657630845171894,1P714,Cerrada Perdida,2021-10-21 00:00:00,,2021-11-05 00:00:00,20,25.0,Soltero/a,QUITO,PICHINCHA,No,833,Convalidado,Simulador Homologación,Recomendado
0061U00000O7f2F,-2503423659420309983,1P704,Cerrada Perdida,2021-10-07 00:00:00,,2021-10-07 00:00:00,22,20.0,,,,,491,Normal,Whatsapp,
0068W00000Ru2dN,3451115419965536680,1P564,Cerrada Perdida,2022-01-26 00:00:00,,2022-02-23 00:00:00,8,,,QUITO,PICHINCHA,,1717,Normal,Google Ad,
0061U00000NACid,-2884034001150214781,1H594,Cerrada Perdida,2021-07-13 00:00:00,,2021-07-15 00:00:00,35,23.0,Soltero/a,QUEVEDO,LOS RIOS,No,1610,Normal,Llamada,Aplicaciones
0061U00000Or4NZ,-7249471694598694389,1H564,Cerrada Perdida,2021-11-15 00:00:00,,2022-02-18 00:00:00,2,38.0,Soltero/a,GUAYAQUIL,GUAYAS,Si,1780,Normal,Formulario web,Redes sociales
0061U00000O5o5C,-1617170647813433065,1P524,Cerrada Perdida,2021-09-17 00:00:00,,2021-09-21 00:00:00,22,19.0,,,,,808,Normal,Datos de período anterior,
0061U00000N8hBv,-3986751552792697833,2P487,Cerrada Perdida,2021-06-25 00:00:00,,2021-08-13 00:00:00,33,22.0,Soltero/a,QUITO,PICHINCHA,Si,918,Convalidado,Formulario web,Recomendado
0061U00000N9jPI,-2515881203472137593,1P524,Cerrada Ganada,2021-07-09 00:00:00,2021-07-20 00:00:00,,22,19.0,Soltero/a,QUITO,PICHINCHA,No,786,Normal,Llamada,Aplicaciones
0061U00000O8J46,3730701383438461819,1P724,Cerrada Ganada,2021-10-15 00:00:00,2021-11-25 00:00:00,,22,19.0,Soltero/a,QUITO,PICHINCHA,No,1960,Normal,,Aplicaciones
0061U00000NfD2a,-2232478432285406667,1P704,Cerrada Perdida,2021-10-20 00:00:00,,2021-10-20 00:00:00,22,18.0,,,,,1012,Normal,Llamada,
0061U00000OkTL0,2695138209770679865,1H594,Cerrada Perdida,2021-10-21 00:00:00,,2021-11-15 00:00:00,13,17.0,Soltero/a,ESMERALDAS,ESMERALDAS,No,1722,Normal,Colegios,Mi colegio
0061U00000O7fAx,7509944991618460134,1P714,Cerrada Ganada,2021-10-07 00:00:00,2021-11-30 00:00:00,,20,19.0,Soltero/a,QUITO,PICHINCHA,No,661,Normal,Google Ad,Recomendado
0068W00000Ru3tb,2987926427402663959,1P714,Test,2022-01-26 00:00:00,,,16,26.0,Soltero/a,QUITO,PICHINCHA,No,1081,Convalidado,Whatsapp,Aplicaciones
0061U00000NACmb,-586001404756689952,1P244,Cerrada Perdida,2021-07-13 00:00:00,,2021-09-01 00:00:00,36,33.0,Soltero/a,QUITO,PICHINCHA,Si,149,Convalidado,,Google
0061U00000NASOL,1290790013146371031,1H594,Cerrada Perdida,2021-07-15 00:00:00,,2021-08-03 00:00:00,22,18.0,Soltero/a,CUENCA,AZUAY,No,1721,Normal,Colegios,Aplicaciones
0061U00000NhQDQ,-8783731866748819348,1P244,Cerrada Perdida,2021-08-16 00:00:00,,2021-08-16 00:00:00,35,18.0,,QUITO,PICHINCHA,No,705,Normal,Colegios,Aplicaciones
0061U00000N8hH4,2762034325442601005,1P704,Cerrada Perdida,2021-06-25 00:00:00,,2021-07-30 00:00:00,7,19.0,Soltero/a,TULCÁN,CARCHI,No,996,Normal,Datos de período anterior,Portales web
0061U00000N9jQg,7152384539620577618,1P594,Cerrada Perdida,2021-07-09 00:00:00,,2021-07-14 00:00:00,8,18.0,Soltero/a,QUITO,PICHINCHA,No,731,Normal,Llamada,Aplicaciones
0061U00000O8J8h,8580821045630686696,1P704,Cerrada Ganada,2021-10-15 00:00:00,2021-12-10 00:00:00,,32,18.0,Soltero/a,QUITO,PICHINCHA,No,350,Normal,Llamada,Aplicaciones
0061U00000NfD39,2892493769700319046,1P354,Cerrada Perdida,2021-10-20 00:00:00,,2021-12-09 00:00:00,34,19.0,Soltero/a,GUAYAQUIL,GUAYAS,Si,1663,Normal,Google Natural Search,Mi colegio
0061U00000OkTPw,6987808251090101492,1P734,Cerrada Perdida,2021-10-21 00:00:00,,2022-01-10 00:00:00,23,24.0,Soltero/a,QUITO,PICHINCHA,No,538,Convalidado,,Recomendado
0061U00000O7fBb,-7389194132338130699,1P354,Cerrada Ganada,2021-10-07 00:00:00,2021-10-13 00:00:00,,20,17.0,Soltero/a,QUITO,PICHINCHA,No,18,Normal,Llamada,Aplicaciones
0068W00000RuVnu,1697542600237788885,1P614,Afluente,2022-01-31 00:00:00,,,36,18.0,Soltero/a,SUCUMBÍOS,SUCUMBIOS,No,872,Normal,Simulador Homologación,Vía pública
0061U00000NACsu,5498298114582696956,1P704,Cerrada Perdida,2021-07-13 00:00:00,,2021-08-23 00:00:00,36,19.0,Soltero/a,PORTOVIEJO,MANABI,No,1593,Normal,Correo,Recomendado
0061U00000NAMaG,1290790013146371031,1H594,Cerrada Perdida,2021-07-14 00:00:00,,2021-07-15 00:00:00,22,18.0,Soltero/a,CUENCA,AZUAY,No,1721,Normal,Colegios,Aplicaciones
0061U00000NhQEx,-8536269897170973619,1P584,Cerrada Perdida,2021-08-16 00:00:00,,2021-08-27 00:00:00,36,26.0,Soltero/a,RUMIÑAHUI,PICHINCHA,No,840,Convalidado,Datos de período anterior,Recomendado
0061U00000N8hJu,4629320267880658923,1P724,Cerrada Perdida,2021-06-25 00:00:00,,2021-08-30 00:00:00,33,32.0,Soltero/a,RUMIÑAHUI,PICHINCHA,Si,80,Normal,Whatsapp,Portales web
0061U00000NAMcW,7152384539620577618,1P594,Cerrada Perdida,2021-07-14 00:00:00,,2021-07-29 00:00:00,8,18.0,Soltero/a,QUITO,PICHINCHA,No,731,Normal,Llamada,Aplicaciones
0061U00000O8J6l,6487603626388953265,1P734,Cerrada Perdida,2021-10-15 00:00:00,,2022-02-07 00:00:00,23,19.0,Soltero/a,BAÑOS DE AGUA SANTA,TUNGURAHUA,No,1447,Normal,Simulador Homologación,Recomendado
0061U00000NfD8E,2437017569869173576,1P704,Cerrada Perdida,2021-10-20 00:00:00,,2021-12-03 00:00:00,36,21.0,Soltero/a,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,No,838,Convalidado,,Recomendado
0061U00000OkTWq,-8061243455615539803,1P494,Cerrada Perdida,2021-10-21 00:00:00,,2021-10-21 00:00:00,22,18.0,Soltero/a,QUITO,PICHINCHA,No,1643,Normal,Colegios,Aplicaciones
0061U00000O7fJp,-23841616260791471,1P714,Cerrada Ganada,2021-10-07 00:00:00,2021-11-17 00:00:00,,8,25.0,Soltero/a,QUITO,PICHINCHA,No,1165,Convalidado,,Aplicaciones
0068W00000RujfD,3355405124931210586,1P234,Cerrada Perdida,2022-02-02 00:00:00,,2022-02-02 00:00:00,34,18.0,,SANTO DOMINGO,,,1907,Normal,Colegios,
0061U00000O7ZkR,2353715470819449804,1P564,Cerrada Perdida,2021-10-06 00:00:00,,2021-10-12 00:00:00,8,19.0,Soltero/a,QUITO,PICHINCHA,No,18,Normal,Llamada,Aplicaciones
0061U00000NAmSL,-7792371817836138222,1P704,Cerrada Ganada,2021-07-20 00:00:00,2021-08-20 00:00:00,,38,19.0,Soltero/a,QUITO,PICHINCHA,No,723,Normal,Google Natural Search,Aplicaciones
0061U00000NhQFg,989447105979631366,1P374,Cerrada Perdida,2021-08-16 00:00:00,,2021-09-06 00:00:00,7,24.0,Soltero/a,QUITO,PICHINCHA,No,1398,Normal,Datos de período anterior,Portales web
0061U00000N8hNz,4967605772504577300,1P624,Cerrada Perdida,2021-06-25 00:00:00,,2021-09-11 00:00:00,38,19.0,Soltero/a,QUITO,PICHINCHA,No,1364,Normal,Formulario web,Aplicaciones
0061U00000OlZOc,-3323779817036775646,1P254,Cerrada Ganada,2021-10-28 00:00:00,2021-12-20 00:00:00,,35,18.0,Soltero/a,QUITO,PICHINCHA,No,948,Normal,Colegios,Aplicaciones
0061U00000O8JBk,-8413613136980282275,1P704,Cerrada Ganada,2021-10-15 00:00:00,2021-12-17 00:00:00,,23,18.0,Soltero/a,MEJIA,PICHINCHA,No,780,Normal,,Recomendado
0061U00000NfDBN,7385626553857705082,1P734,Cerrada Ganada,2021-10-20 00:00:00,2022-01-31 00:00:00,,2,18.0,Soltero/a,QUITO,PICHINCHA,No,1706,Normal,Colegios,Recomendado
0061U00000OkTaT,-8061243455615539803,1P594,Cerrada Perdida,2021-10-21 00:00:00,,2021-11-23 00:00:00,22,18.0,Soltero/a,QUITO,PICHINCHA,No,1643,Normal,Colegios,Aplicaciones
0061U00000O7fLb,-3396944589222035528,1P714,Cerrada Ganada,2021-10-07 00:00:00,2021-10-29 00:00:00,,8,29.0,Soltero/a,QUITO,PICHINCHA,No,1127,Convalidado,,Aplicaciones
0068W00000Rud7A,1629483526365578007,1P624,Inscrito,2022-02-01 00:00:00,,,20,19.0,Soltero/a,QUITO,PICHINCHA,No,896,Normal,,Recomendado
0061U00000O7zzq,2353715470819449804,1P564,Cerrada Perdida,2021-10-12 00:00:00,,2022-01-17 00:00:00,8,19.0,Soltero/a,QUITO,PICHINCHA,No,18,Normal,Llamada,Aplicaciones
0061U00000NAMnU,-7792371817836138222,1P704,Cerrada Perdida,2021-07-14 00:00:00,,2021-07-14 00:00:00,22,19.0,Soltero/a,QUITO,PICHINCHA,No,723,Normal,Google Natural Search,Aplicaciones
0061U00000O5Wbr,989447105979631366,1P374,Cerrada Ganada,2021-09-15 00:00:00,2021-10-01 00:00:00,,7,24.0,Soltero/a,QUITO,PICHINCHA,No,1398,Normal,Datos de período anterior,Portales web
0061U00000N8hQK,6625566467330685264,1P614,Cerrada Ganada,2021-06-25 00:00:00,2021-06-29 00:00:00,,13,19.0,Soltero/a,COTACACHI,IMBABURA,No,1902,Normal,Facebook,Aplicaciones
0061U00000N9jRT,-3323779817036775646,1P254,Cerrada Perdida,2021-07-09 00:00:00,,2021-07-22 00:00:00,38,18.0,Soltero/a,QUITO,PICHINCHA,No,948,Normal,Colegios,Aplicaciones
0061U00000O8JNW,-5569844097888597529,1P714,Cerrada Perdida,2021-10-15 00:00:00,,2022-01-12 00:00:00,36,18.0,Soltero/a,QUITO,PICHINCHA,No,96,Normal,Facebook,Recomendado
0061U00000NfDBY,-6392950063204330464,1P714,Cerrada Perdida,2021-10-20 00:00:00,,2022-02-01 00:00:00,8,18.0,Soltero/a,QUITO,PICHINCHA,No,1354,Normal,Colegios,Aplicaciones
0061U00000OkTYm,8509516356971275112,1P714,Cerrada Perdida,2021-10-21 00:00:00,,2022-02-16 00:00:00,16,19.0,Soltero/a,QUITO,PICHINCHA,No,1090,Normal,Llamada,Aplicaciones
0068W00000SxXIj,-1790655326884244266,1H264,Cerrada Ganada,2022-02-22 00:00:00,2022-02-25 00:00:00,,36,25.0,Soltero/a,QUITO,PICHINCHA,Si,1693,Normal,Google Ad,Portales web
0068W00000RuVgj,5984660435111653838,1P704,Cerrada Perdida,2022-01-31 00:00:00,,2022-02-03 00:00:00,13,17.0,Soltero/a,PORTOVIEJO,MANABI,No,1489,Normal,Llamada,Recomendado
0061U00000NAKnL,2353715470819449804,1P404,Cerrada Perdida,2021-07-14 00:00:00,,2021-07-14 00:00:00,8,19.0,Soltero/a,QUITO,PICHINCHA,No,18,Normal,Llamada,Aplicaciones
0061U00000NAMpB,9080806582662341972,2P597,Cerrada Perdida,2021-07-14 00:00:00,,2021-09-08 00:00:00,38,33.0,Soltero/a,,,Si,80,Normal,Google Natural Search,Aplicaciones
0061U00000NhQFx,-8189334931057002913,1P584,Cerrada Ganada,2021-08-16 00:00:00,2021-09-06 00:00:00,,22,22.0,Soltero/a,QUITO,PICHINCHA,No,1744,Convalidado,Simulador Homologación,Aplicaciones
0061U00000N8cth,-7343540220372906690,1P714,Cerrada Perdida,2021-06-24 00:00:00,,2021-06-24 00:00:00,33,25.0,Soltero/a,QUITO,PICHINCHA,Si,1035,Normal,Whatsapp,Recomendado
0061U00000NjOVS,-3323779817036775646,1P234,Cerrada Perdida,2021-09-03 00:00:00,,2021-10-28 00:00:00,35,18.0,Soltero/a,QUITO,PICHINCHA,No,948,Normal,Colegios,Aplicaciones
0061U00000O8JPr,6587517710865745506,1P714,Cerrada Ganada,2021-10-15 00:00:00,2021-11-22 00:00:00,,13,18.0,Soltero/a,QUITO,PICHINCHA,No,1693,Normal,Colegios,Recomendado
0061U00000On2ah,-7873820814982451501,2P597,Test,2021-11-09 00:00:00,,,21,21.0,Soltero/a,QUITO,PICHINCHA,No,1361,Normal,Llamada,Aplicaciones
0068W00000SySAo,4755926459718621061,1H254,Test,2022-03-02 00:00:00,,,2,29.0,Soltero/a,QUITO,PICHINCHA,Si,380,Convalidado,,Recomendado
0061U00000O7fNN,-1790655326884244266,1P781,Cerrada Perdida,2021-10-07 00:00:00,,2021-10-19 00:00:00,36,25.0,Soltero/a,QUITO,PICHINCHA,Si,1693,Normal,Google Ad,Portales web
0068W00000RuGQ1,4795642569262258165,1P484,Cerrada Perdida,2022-01-28 00:00:00,,2022-02-04 00:00:00,13,19.0,Soltero/a,MEJIA,PICHINCHA,No,1043,Normal,Llamada,Recomendado
0061U00000NAKrH,2353715470819449804,2P567,Cerrada Perdida,2021-07-14 00:00:00,,2021-08-24 00:00:00,8,19.0,Soltero/a,QUITO,PICHINCHA,No,18,Normal,Llamada,Aplicaciones
0061U00000O6TU5,9080806582662341972,2P597,Cerrada Perdida,2021-09-23 00:00:00,,2021-10-04 00:00:00,38,33.0,Soltero/a,,,Si,80,Normal,Google Natural Search,Aplicaciones
0061U00000NhQGl,2456229235001914427,1P464,Cerrada Perdida,2021-08-16 00:00:00,,2021-08-18 00:00:00,32,21.0,Soltero/a,QUITO,PICHINCHA,No,1744,Normal,Walk-in,Aplicaciones
0061U00000N8cv9,-7343540220372906690,1P714,Cerrada Ganada,2021-06-24 00:00:00,2021-07-26 00:00:00,,33,25.0,Soltero/a,QUITO,PICHINCHA,Si,1035,Normal,Whatsapp,Recomendado
0061U00000N9jUc,-7873538894288841046,2P237,Cerrada Perdida,2021-07-09 00:00:00,,2021-08-19 00:00:00,16,18.0,,QUITO,PICHINCHA,No,952,Normal,Colegios,Mi colegio
0061U00000O8JYF,7893408526976731575,1P781,Cerrada Ganada,2021-10-15 00:00:00,2021-11-22 00:00:00,,7,18.0,Soltero/a,QUITO,PICHINCHA,No,1429,Normal,Llamada,Portales web
0061U00000OkcEG,-7873820814982451501,1P594,Cerrada Perdida,2021-10-22 00:00:00,,2021-11-09 00:00:00,22,21.0,Soltero/a,QUITO,PICHINCHA,No,1361,Normal,Llamada,Aplicaciones
0061U00000O4tXe,-8706938720274987042,1P714,Cerrada Perdida,2021-09-09 00:00:00,,2021-09-09 00:00:00,22,,,RIOBAMBA,CHIMBORAZO,,1229,Normal,Llamada,
0061U00000O7fMy,7048994046991021199,1P714,Cerrada Perdida,2021-10-07 00:00:00,,2022-01-30 00:00:00,7,19.0,,,,No,403,Normal,,Portales web
0068W00000Rufdl,-8684443309285642476,1H264,Afluente,2022-02-01 00:00:00,,,19,29.0,Divorciado/a,QUITO,PICHINCHA,Si,978,Normal,Whatsapp,Redes sociales
0061U00000NAytK,-596124651537234731,1P704,Cerrada Perdida,2021-07-22 00:00:00,,2021-08-19 00:00:00,13,18.0,Soltero/a,AMBATO,TUNGURAHUA,No,1209,Normal,Referidos,Aplicaciones
0061U00000NAMqT,-6236493484753673773,2P597,Cerrada Perdida,2021-07-14 00:00:00,,2021-07-14 00:00:00,22,29.0,Soltero/a,QUITO,PICHINCHA,No,888,Normal,Facebook,Aplicaciones
0061U00000NhhOb,2456229235001914427,1P464,Cerrada Ganada,2021-08-18 00:00:00,2021-08-23 00:00:00,,32,21.0,Soltero/a,QUITO,PICHINCHA,No,1744,Convalidado,Walk-in,Aplicaciones
0061U00000N9euy,-2618254242645030245,1P264,Cerrada Perdida,2021-07-08 00:00:00,,2021-08-10 00:00:00,22,33.0,Soltero/a,QUITO,PICHINCHA,No,1073,Convalidado,Llamada,Aplicaciones
0061U00000N9jY5,1261934833192411967,1P524,Cerrada Ganada,2021-07-09 00:00:00,2021-08-16 08:00:00,2021-10-01 00:00:00,13,19.0,Soltero/a,QUITO,PICHINCHA,No,581,Normal,Correo,Mi colegio
0061U00000O8JZ3,-3488442206477172793,1P614,Cerrada Perdida,2021-10-15 00:00:00,,2022-02-21 00:00:00,21,19.0,Soltero/a,QUITO,PICHINCHA,No,1778,Convalidado,Whatsapp,Aplicaciones
0061U00000NfDDn,-7873820814982451501,2P567,Cerrada Perdida,2021-10-20 00:00:00,,2021-10-22 00:00:00,22,21.0,Soltero/a,QUITO,PICHINCHA,No,1361,Normal,Llamada,Aplicaciones
0061U00000O4tad,-2263029641228861,1P254,Cerrada Perdida,2021-09-09 00:00:00,,2021-09-09 00:00:00,7,,,QUITO,PICHINCHA,No,1554,Normal,Google Ad,
0061U00000O7fVb,-8814862806780075660,1P014,Cerrada Perdida,2021-10-07 00:00:00,,2022-02-12 00:00:00,32,19.0,Soltero/a,QUITO,PICHINCHA,No,621,Normal,Whatsapp,Aplicaciones
0068W00000Ru4uk,-8833317690752129365,1P734,Cerrada Perdida,2022-01-26 00:00:00,,2022-01-26 00:00:00,16,,,QUITO,PICHINCHA,,388,Normal,Llamada,
0061U00000NAz0p,-9009269314286606321,2P267,Cerrada Perdida,2021-07-22 00:00:00,,2021-08-04 00:00:00,32,28.0,,QUITO,PICHINCHA,Si,1364,Convalidado,Facebook,Redes sociales
0061U00000NAQD4,2090844971625973304,1H564,Cerrada Perdida,2021-07-15 00:00:00,,2021-09-01 00:00:00,36,25.0,Soltero/a,GUANO,CHIMBORAZO,Si,1885,Normal,Llamada,Recomendado
0061U00000N9eyC,-6084645281755339527,1P704,Cerrada Perdida,2021-07-08 00:00:00,,2021-08-10 00:00:00,38,21.0,Soltero/a,QUITO,PICHINCHA,No,569,Normal,,Aplicaciones
0061U00000NBXrJ,-3041091798375606665,1P354,Cerrada Perdida,2021-07-28 00:00:00,,2021-08-18 00:00:00,7,20.0,Soltero/a,QUITO,PICHINCHA,No,18,Normal,Colegios,Portales web
0061U00000O8JaL,-2811158166769457122,1P704,Cerrada Ganada,2021-10-15 00:00:00,2021-11-22 00:00:00,,35,20.0,Soltero/a,IBARRA,IMBABURA,No,998,Normal,Formulario web,Aplicaciones
0061U00000NfDEl,-8566594500636650,1P714,Cerrada Perdida,2021-10-20 00:00:00,,2022-01-27 00:00:00,35,31.0,Soltero/a,QUITO,PICHINCHA,No,737,Normal,Llamada,Aplicaciones
0061U00000O4tj7,869741691348708488,1P714,Cerrada Perdida,2021-09-09 00:00:00,,2021-12-15 00:00:00,13,29.0,Casado/a,HUAQUILLAS,EL ORO,Si,280,Convalidado,Facebook,Recomendado
0061U00000O7fWo,619167236331566164,1P724,Cerrada Ganada,2021-10-07 00:00:00,2022-02-02 00:00:00,,21,20.0,Soltero/a,QUITO,PICHINCHA,No,440,Convalidado,,Aplicaciones
0068W00000RunPg,-214472194488960631,1P614,Cerrada Perdida,2022-02-02 00:00:00,,2022-02-17 00:00:00,32,19.0,Soltero/a,LATACUNGA,COTOPAXI,No,1240,Convalidado,Llamada,Aplicaciones
0061U00000NAz35,7336783609835270313,1P594,Cerrada Perdida,2021-07-22 00:00:00,,2021-09-02 00:00:00,36,19.0,Soltero/a,QUITO,PICHINCHA,No,901,Normal,Colegios,Mi colegio
0061U00000NAQ7B,-3326739415048391383,1P704,Cerrada Perdida,2021-07-15 00:00:00,,2021-08-03 00:00:00,8,28.0,Soltero/a,GUAYAQUIL,GUAYAS,No,1759,Convalidado,Llamada,Aplicaciones
0061U00000NhQJL,-5928216818321955962,1P624,Cerrada Perdida,2021-08-16 00:00:00,,2021-10-19 00:00:00,16,19.0,Soltero/a,QUITO,PICHINCHA,No,71,Normal,Google Ad,Aplicaciones
0061U00000N9f1L,-321288169833416030,1P564,Cerrada Perdida,2021-07-08 00:00:00,,2021-07-14 00:00:00,22,19.0,Soltero/a,QUITO,PICHINCHA,No,946,Convalidado,Correo,Aplicaciones
0061U00000N9jYP,-3041091798375606665,1P244,Cerrada Perdida,2021-07-09 00:00:00,,2021-07-28 00:00:00,7,20.0,Soltero/a,QUITO,PICHINCHA,No,18,Normal,Colegios,Portales web
0061U00000O8JfL,8148901167026134111,1P594,Cerrada Perdida,2021-10-15 00:00:00,,2021-11-11 00:00:00,38,18.0,Soltero/a,QUITO,PICHINCHA,No,119,Normal,Colegios,Aplicaciones
0061U00000NfDKr,-6143220896350927220,1P594,Afluente,2021-10-20 00:00:00,,,8,19.0,Soltero/a,QUITO,PICHINCHA,No,1141,Normal,Google Natural Search,Aplicaciones
0061U00000O4twG,4803278314076942967,1P404,Cerrada Perdida,2021-09-09 00:00:00,,2021-09-14 00:00:00,36,25.0,Soltero/a,QUITO,PICHINCHA,No,1344,Normal,Llamada,Recomendado
0061U00000O7fWy,4996443993251093267,1P714,Cerrada Perdida,2021-10-07 00:00:00,,2022-01-10 00:00:00,13,32.0,Soltero/a,ESMERALDAS,ESMERALDAS,No,1772,Convalidado,Simulador Homologación,Recomendado
0068W00000SySSJ,-2863542181964091962,1P704,Inscrito,2022-03-02 00:00:00,,,23,21.0,Soltero/a,MANTA,MANABI,No,1598,Normal,,Recomendado
0061U00000NAz5a,1103007184118273667,1P704,Cerrada Perdida,2021-07-22 00:00:00,,2021-08-03 00:00:00,34,17.0,Soltero/a,TENA,NAPO,No,1606,Normal,Colegios,Redes sociales
0061U00000NAQCG,-8266954607118553510,1P704,Cerrada Perdida,2021-07-15 00:00:00,,2021-08-16 00:00:00,7,24.0,,QUITO,PICHINCHA,No,437,Normal,Google Natural Search,Portales web
0061U00000NhQKd,2533035248402409459,2P487,Cerrada Perdida,2021-08-16 00:00:00,,2021-08-16 00:00:00,13,20.0,Soltero/a,QUITO,PICHINCHA,No,629,Normal,Walk-in,Aplicaciones
0061U00000NAMNG,-321288169833416030,1P564,Cerrada Perdida,2021-07-14 00:00:00,,2021-07-29 00:00:00,22,19.0,Soltero/a,QUITO,PICHINCHA,No,946,Normal,Correo,Aplicaciones
0061U00000N9jZS,7411661894786279223,1P404,Cerrada Ganada,2021-07-09 00:00:00,2021-08-14 08:00:00,2021-10-01 00:00:00,33,20.0,Soltero/a,QUITO,PICHINCHA,No,741,Normal,,Portales web
0061U00000O8Jgd,3418314805955848202,1P704,Cerrada Perdida,2021-10-15 00:00:00,,2021-11-25 00:00:00,16,18.0,Soltero/a,QUITO,PICHINCHA,No,44,Normal,Colegios,Aplicaciones
0061U00000NfDMO,2022071464117720396,1P254,Cerrada Ganada,2021-10-20 00:00:00,2021-11-22 00:00:00,,16,20.0,Soltero/a,IBARRA,IMBABURA,No,48,Normal,Google Natural Search,Aplicaciones
0061U00000O4u7n,-1234426440804173494,1P714,Cerrada Perdida,2021-09-09 00:00:00,,2021-12-08 00:00:00,13,33.0,Soltero/a,QUITO,PICHINCHA,Si,153,Normal,Llamada,Redes sociales
0061U00000OkxXS,-5887028789051436201,1P704,Cerrada Perdida,2021-10-25 00:00:00,,2021-10-25 00:00:00,34,35.0,,QUITO,PICHINCHA,,1361,Normal,Simulador Homologación,
0068W00000SyWIP,-8295745988875765176,1P052,Afluente,2022-03-02 00:00:00,,,7,,,MANTA,MANABI,,1366,Normal,Llamada,
0061U00000NAz7W,3257935157413854430,1H264,Cerrada Perdida,2021-07-22 00:00:00,,2021-07-22 00:00:00,22,,,,,,1045,Normal,Google Ad,
0061U00000OlFQ3,895527906352255064,1P624,Cerrada Ganada,2021-10-26 00:00:00,2021-11-15 00:00:00,,7,19.0,Soltero/a,QUITO,PICHINCHA,No,1745,Normal,Colegios,Mi colegio
